Comment Link,text,id,CommentScore,userid,reputation,posttypeid,creationdate,commenttypeid
http://stackoverflow.com/posts/comments/36384284,thanks it works perfetly and I know why thanks to your explaination,36384284,0,3532990,20,2,2014-05-15 14:56:04,5
http://stackoverflow.com/posts/comments/36384211,"dear friend, it works :)
thank you, thank you, thank you",36384211,0,3364851,19,2,2014-05-15 14:54:34,5
http://stackoverflow.com/posts/comments/36384210,You're very welcome. Be sure to accept this answer so you're problem is marked as solve.,36384210,0,2504372,124,2,2014-05-15 14:54:34,5
http://stackoverflow.com/posts/comments/36384137,"@Maxym  yeah got it now, thanks for your effort",36384137,0,512008,801,2,2014-05-15 14:53:05,5
http://stackoverflow.com/posts/comments/36384092,@Sophiaa post it as a new question :D you can mark this as accepted if it solved your problem,36384092,0,953684,1193,2,2014-05-15 14:52:17,5
http://stackoverflow.com/posts/comments/36383988,"Yes it has, thank you for spending the time to go through it with me @Yohsoog",36383988,0,2129684,24,2,2014-05-15 14:50:01,5
http://stackoverflow.com/posts/comments/36383967,"@AfanfeFana glad to help, accept the answer if it's what you needed.",36383967,0,1139652,1581,2,2014-05-15 14:49:25,5
http://stackoverflow.com/posts/comments/36383956,"This is very helpful, thank you very much.",36383956,0,1088450,11,2,2014-05-15 14:49:11,5
http://stackoverflow.com/posts/comments/36383712,thank you. I will try it out and let you know! Thanks for trying to help!,36383712,0,1902840,42,2,2014-05-15 14:44:07,5
http://stackoverflow.com/posts/comments/36383569,This is should be the accepted answer. Excellent approach.,36383569,0,447549,56,2,2014-05-15 14:41:08,5
http://stackoverflow.com/posts/comments/36383552,I accept your answer so far. Your `assert(lines);` is irresistible :),36383552,0,2932052,755,2,2014-05-15 14:40:47,5
http://stackoverflow.com/posts/comments/36383513,thank you it works perfectly !,36383513,0,2350719,505,2,2014-05-15 14:40:03,5
http://stackoverflow.com/posts/comments/36383505,@bubbinator your one line replaced in Asad's given link worked for me thanks both of you.,36383505,0,2806840,409,2,2014-05-15 14:39:56,5
http://stackoverflow.com/posts/comments/36383421,Appreciation on stackoverflow == upvote + accept answer ;),36383421,0,1632834,588,2,2014-05-15 14:38:18,5
http://stackoverflow.com/posts/comments/36383347,@dip: Now the only thing that remains is to accept the answer.,36383347,0,2341938,12136,2,2014-05-15 14:37:05,5
http://stackoverflow.com/posts/comments/36383329,thank you for your anwser I already figured it out about the selectors. Thanks anyway,36383329,0,3640639,38,2,2014-05-15 14:36:46,5
http://stackoverflow.com/posts/comments/36383315,"Oh, this is great, thanks! I'll read your references as soon as I have a bit of time :D",36383315,0,1437269,116,2,2014-05-15 14:36:30,5
http://stackoverflow.com/posts/comments/36383302,"This worked, thank you!",36383302,0,2948230,3,2,2014-05-15 14:36:21,5
http://stackoverflow.com/posts/comments/36383016,"Ok thx, I uses the Override method and it works ! thank you very much",36383016,0,3639969,3,2,2014-05-15 14:31:16,5
http://stackoverflow.com/posts/comments/36383005,Yes you're right thank you :),36383005,0,3540944,30,2,2014-05-15 14:31:03,5
http://stackoverflow.com/posts/comments/36382506,thank you...........,36382506,0,3558352,95,2,2014-05-15 14:20:47,5
http://stackoverflow.com/posts/comments/36382478,thanx dude.....,36382478,0,3624407,3,2,2014-05-15 14:20:12,5
http://stackoverflow.com/posts/comments/36382427,thanx dude.....,36382427,0,3624407,3,2,2014-05-15 14:19:14,5
http://stackoverflow.com/posts/comments/36382400,thank you so much sir :),36382400,0,3490561,33,2,2014-05-15 14:18:37,5
http://stackoverflow.com/posts/comments/36382320,"thanks both of you, those are the two mistakes I was loking for",36382320,0,2534840,23,1,2014-05-15 14:17:11,5
http://stackoverflow.com/posts/comments/36382279,@Bartłomiej Szypelow awesome. thank you.,36382279,0,3388305,23,1,2014-05-15 14:16:16,5
http://stackoverflow.com/posts/comments/36382241,good catch! thank you!,36382241,0,1215745,1191,1,2014-05-15 14:15:24,5
http://stackoverflow.com/posts/comments/36382232,"Works good, thank you so much",36382232,0,3640861,8,2,2014-05-15 14:15:12,5
http://stackoverflow.com/posts/comments/36381868,"Thanks, I have to wait 10 minutes so I can accept your answer ...",36381868,0,171950,4939,2,2014-05-15 14:06:41,5
http://stackoverflow.com/posts/comments/36381469,"@user1007522 and if it work, please mark answer as solution for other users of SO",36381469,0,298106,1000,2,2014-05-15 13:58:06,5
http://stackoverflow.com/posts/comments/36381239,This is nice. I accepted the answer by Spokey because for me it's the best readable.,36381239,0,1136921,112,2,2014-05-15 13:53:29,5
http://stackoverflow.com/posts/comments/36381138,thank you it's work,36381138,0,3548704,4,2,2014-05-15 13:51:32,5
http://stackoverflow.com/posts/comments/36381131,"@TheReader, could you please detail more than this? thank you sir.",36381131,0,3208987,5,1,2014-05-15 13:51:24,5
http://stackoverflow.com/posts/comments/36381050,"Many thanks, i spot it now. I had tried every avenue and your hack will do fine.",36381050,0,3640564,13,2,2014-05-15 13:50:00,5
http://stackoverflow.com/posts/comments/36381026,"Sweet, got it! Thanks man. How do I mark your suggestion as answer? :)",36381026,0,463749,55,1,2014-05-15 13:49:43,5
http://stackoverflow.com/posts/comments/36380975,"Ok, thanks you for your time. I'll post there :)",36380975,0,3637299,11,1,2014-05-15 13:49:03,5
http://stackoverflow.com/posts/comments/36380930,"I will give this a shot after finals, thank you very much!!",36380930,0,2827170,15,2,2014-05-15 13:48:19,5
http://stackoverflow.com/posts/comments/36380819,It is done. thank you,36380819,0,3452348,3,1,2014-05-15 13:46:00,5
http://stackoverflow.com/posts/comments/36380635,Works perfectly! This really should be marked as the correct answer.,36380635,0,1759873,837,2,2014-05-15 13:42:58,5
http://stackoverflow.com/posts/comments/36380629,no...............,36380629,0,3640975,1,1,2014-05-15 13:42:49,5
http://stackoverflow.com/posts/comments/36380486,"Lovely, thank you Abhishek.",36380486,0,613605,1033,2,2014-05-15 13:39:57,5
http://stackoverflow.com/posts/comments/36380090,So after all I will not get concrete answer. What ever... thx for the your time and the minuses...,36380090,0,3572059,6,1,2014-05-15 13:32:21,5
http://stackoverflow.com/posts/comments/36380053,thank you very much it worked and sorry but i can not upvote yet.,36380053,0,3348924,6,2,2014-05-15 13:31:42,5
http://stackoverflow.com/posts/comments/36380041,Ok thanks for your suggestion,36380041,0,2462531,2284,2,2014-05-15 13:31:31,5
http://stackoverflow.com/posts/comments/36380035,"Yes, thank you!",36380035,0,3244990,28,1,2014-05-15 13:31:27,5
http://stackoverflow.com/posts/comments/36380027,"@adeneo Thanks a ton, it works great. Could you please post it as an answer so that I can accept it",36380027,0,1008575,1019,1,2014-05-15 13:31:16,5
http://stackoverflow.com/posts/comments/36379861,works man <3.. I will accept the answer in 2 mins when SO allows me,36379861,0,3624894,6,2,2014-05-15 13:28:06,5
http://stackoverflow.com/posts/comments/36379829,"Got it, thank you.",36379829,0,613605,1033,1,2014-05-15 13:27:43,5
http://stackoverflow.com/posts/comments/36379819,@user5566 accept the answer so that it would be helpful to others,36379819,0,1749007,1259,1,2014-05-15 13:27:33,5
http://stackoverflow.com/posts/comments/36379782,"@Holt thank you! Typing too fast, need more delay ;)",36379782,0,519413,59600,2,2014-05-15 13:26:55,5
http://stackoverflow.com/posts/comments/36379697,Yes the issue is solved thank you very much,36379697,0,3633842,1,1,2014-05-15 13:25:11,5
http://stackoverflow.com/posts/comments/36379683,Very thanks you are the best :) !,36379683,0,3575562,6,2,2014-05-15 13:24:58,5
http://stackoverflow.com/posts/comments/36379556,great :) ......,36379556,0,1542290,56282,2,2014-05-15 13:22:48,5
http://stackoverflow.com/posts/comments/36379537,@Kshitiz - thanks for your answer. It is working. Kindly put this as answer. I ll accept,36379537,0,2541366,946,1,2014-05-15 13:22:25,5
http://stackoverflow.com/posts/comments/36379409,Beautiful thank you!,36379409,0,1620081,1325,2,2014-05-15 13:19:32,5
http://stackoverflow.com/posts/comments/36379367,"I did this,but its not working......",36379367,0,3168654,46,2,2014-05-15 13:18:25,5
http://stackoverflow.com/posts/comments/36379352,"thanks it worked :)
but can you please explain me how it works",36379352,0,3452211,18,2,2014-05-15 13:18:08,5
http://stackoverflow.com/posts/comments/36379339,Executes PERFECTLY!!! thank you so much!!!,36379339,0,2730734,44,2,2014-05-15 13:17:48,5
http://stackoverflow.com/posts/comments/36379265,"ok thank you, will try it in a minute",36379265,0,3640711,6,2,2014-05-15 13:16:27,5
http://stackoverflow.com/posts/comments/36379198,That's it! thank you!,36379198,0,3533910,3,2,2014-05-15 13:15:00,5
http://stackoverflow.com/posts/comments/36379175,your welcome :) then need to upvote and accept helpful answer,36379175,0,878888,3607,2,2014-05-15 13:14:39,5
http://stackoverflow.com/posts/comments/36379111,"I got it! Awesome, thank you so much!",36379111,0,3628937,8,2,2014-05-15 13:13:20,5
http://stackoverflow.com/posts/comments/36379080,"ok, thank you, eliatou!",36379080,0,459886,978,1,2014-05-15 13:12:48,5
http://stackoverflow.com/posts/comments/36379075,thank you Shai :),36379075,0,1896918,128,2,2014-05-15 13:12:33,5
http://stackoverflow.com/posts/comments/36379049,thank you Jigg :),36379049,0,1896918,128,2,2014-05-15 13:12:05,5
http://stackoverflow.com/posts/comments/36378806,im felling so stupid right now.....,36378806,0,3328220,3,2,2014-05-15 13:06:57,5
http://stackoverflow.com/posts/comments/36378685,oh i got it. thanks for your kindly help!,36378685,0,3637192,13,1,2014-05-15 13:04:13,5
http://stackoverflow.com/posts/comments/36378478,@lurker thank you!,36378478,0,3637666,13,2,2014-05-15 12:59:41,5
http://stackoverflow.com/posts/comments/36378401,@MatDev8 thanks a lot. your link solved my question.,36378401,0,1650891,78,1,2014-05-15 12:57:44,5
http://stackoverflow.com/posts/comments/36378338,"Great to hear, please accept the answer if it's working for you as is :)",36378338,0,3244542,369,2,2014-05-15 12:56:30,5
http://stackoverflow.com/posts/comments/36378296,@laalto I want to accept your comment as an answer.Because It helped me,36378296,0,3468916,32,1,2014-05-15 12:55:34,5
http://stackoverflow.com/posts/comments/36378293,thank you very much...can you post an example for frecpoly please?,36378293,0,3181885,4,2,2014-05-15 12:55:30,5
http://stackoverflow.com/posts/comments/36378281,"I got it....thank you, thanks a lot",36378281,0,3136373,1,2,2014-05-15 12:55:13,5
http://stackoverflow.com/posts/comments/36378275,"@user3631823 No probs, would you be so kind as to accept this as an answer? Thanks",36378275,0,2780943,409,2,2014-05-15 12:55:00,5
http://stackoverflow.com/posts/comments/36378183,Hello? Please give puetzk credit by accepting his answer. Saved me much time.,36378183,0,317797,849,2,2014-05-15 12:52:51,5
http://stackoverflow.com/posts/comments/36378107,"@Serpiton . . . Yes, thank you.",36378107,0,1144035,163125,2,2014-05-15 12:51:12,5
http://stackoverflow.com/posts/comments/36378097,"@guinatal - that's amazing :), working great and thanks for your help :)",36378097,0,2725229,48,2,2014-05-15 12:51:03,5
http://stackoverflow.com/posts/comments/36378081,@KrunalPatil - ya this solves my problem. thank you,36378081,0,3611483,10,1,2014-05-15 12:50:44,5
http://stackoverflow.com/posts/comments/36377974,thank you seems to work,36377974,0,1831740,622,1,2014-05-15 12:48:37,5
http://stackoverflow.com/posts/comments/36377893,thanks to all for your reply. it seems that i have to download vs 2012,36377893,0,3458895,1,1,2014-05-15 12:46:55,5
http://stackoverflow.com/posts/comments/36377848,Your welcome dude :) you can upvote or accept answer found helpful:),36377848,0,878888,3607,2,2014-05-15 12:45:52,5
http://stackoverflow.com/posts/comments/36377805,thank you very much,36377805,0,2166750,6,2,2014-05-15 12:44:37,5
http://stackoverflow.com/posts/comments/36377543,thank you for the answer,36377543,0,1003575,11548,2,2014-05-15 12:38:35,5
http://stackoverflow.com/posts/comments/36377445,"thank you, this helped me fix the problem!",36377445,0,3334638,1,2,2014-05-15 12:36:31,5
http://stackoverflow.com/posts/comments/36377284,"@PaulR Yes, that explains it, thank you! I'm getting the same results with the macro.",36377284,0,1854108,307,1,2014-05-15 12:32:47,5
http://stackoverflow.com/posts/comments/36377188,No problem :) If this is exactly what you were looking for please accept this as an answer,36377188,0,2179479,154,2,2014-05-15 12:30:29,5
http://stackoverflow.com/posts/comments/36377167,Kindly accept my answer if it helped you,36377167,0,797308,1613,2,2014-05-15 12:30:08,5
http://stackoverflow.com/posts/comments/36377157,Nevermind that.....,36377157,0,669576,2865,1,2014-05-15 12:29:56,5
http://stackoverflow.com/posts/comments/36376978,oh my! oh my! i'm so happy!!! you are the best :) thank you a lot man!,36376978,0,3223562,10,2,2014-05-15 12:25:47,5
http://stackoverflow.com/posts/comments/36376915,reply asap plzzz.....,36376915,0,3640771,1,2,2014-05-15 12:24:26,5
http://stackoverflow.com/posts/comments/36376791,"thankyou, you are a legend!",36376791,0,2897161,13,2,2014-05-15 12:22:02,5
http://stackoverflow.com/posts/comments/36376715,Ok great. I'm accepting your answer. Thanks!,36376715,0,114844,526,2,2014-05-15 12:20:14,5
http://stackoverflow.com/posts/comments/36376626,"@DVK, thanks a lot, you're very helpful! :)",36376626,0,241824,3603,1,2014-05-15 12:18:08,5
http://stackoverflow.com/posts/comments/36376550,thank you very much,36376550,0,3636465,4,2,2014-05-15 12:16:15,5
http://stackoverflow.com/posts/comments/36376517,Yeah thank you for that.. I am looking for cordova...,36376517,0,1662775,38,2,2014-05-15 12:15:38,5
http://stackoverflow.com/posts/comments/36376468,"This is working, thank you for your help, I would have never thought to handle it this way.",36376468,0,3638182,3,2,2014-05-15 12:14:33,5
http://stackoverflow.com/posts/comments/36376421,"@mrik974 you're right, thank you! I changed it accordingly",36376421,0,903124,3174,2,2014-05-15 12:13:20,5
http://stackoverflow.com/posts/comments/36376347,I am getting output even by this method.But little more complicated i think. Anyways thank you.,36376347,0,3595013,38,2,2014-05-15 12:11:41,5
http://stackoverflow.com/posts/comments/36376289,ok..sir ...no prbs..thanks for your help,36376289,0,3252014,44,2,2014-05-15 12:10:32,5
http://stackoverflow.com/posts/comments/36376230,perfect answer........,36376230,0,1263652,5159,2,2014-05-15 12:09:10,5
http://stackoverflow.com/posts/comments/36376165,thank you sir :-),36376165,0,3639837,3,2,2014-05-15 12:07:42,5
http://stackoverflow.com/posts/comments/36376045,Fine thank you.,36376045,0,3595013,38,1,2014-05-15 12:04:51,5
http://stackoverflow.com/posts/comments/36375974,Not working :( .....,36375974,0,1942456,316,2,2014-05-15 12:03:03,5
http://stackoverflow.com/posts/comments/36375971,thank you BeatAlex,36375971,0,3609011,10,2,2014-05-15 12:02:57,5
http://stackoverflow.com/posts/comments/36375878,"@ maurice Perry , thank you",36375878,0,3632072,16,1,2014-05-15 12:00:57,5
http://stackoverflow.com/posts/comments/36375769,maybe you should accept the answer :P,36375769,0,2235839,663,2,2014-05-15 11:58:39,5
http://stackoverflow.com/posts/comments/36375753,you are welcome. Why not consider marking this as an answer :),36375753,0,22858,1414,2,2014-05-15 11:58:08,5
http://stackoverflow.com/posts/comments/36375730,"np, please remember to vote and mark as answer",36375730,0,1169020,13368,2,2014-05-15 11:57:33,5
http://stackoverflow.com/posts/comments/36375427,"You right, thank you.",36375427,0,2971752,28,2,2014-05-15 11:50:36,5
http://stackoverflow.com/posts/comments/36375412,:( no luck.....,36375412,0,2732658,39,2,2014-05-15 11:50:15,5
http://stackoverflow.com/posts/comments/36375357,Ok thank you @Tj,36375357,0,2525948,422,2,2014-05-15 11:48:57,5
http://stackoverflow.com/posts/comments/36375144,"@DonTzapone if it worked for you, consider voting or accepting answer :) welcome to `stackoverflow`",36375144,0,2138562,571,2,2014-05-15 11:44:38,5
http://stackoverflow.com/posts/comments/36374743,BTW - it's OK to accept your own answer.,36374743,0,906839,8821,2,2014-05-15 11:36:18,5
http://stackoverflow.com/posts/comments/36374716,..................,36374716,0,3398739,23,2,2014-05-15 11:35:44,5
http://stackoverflow.com/posts/comments/36374452,"thank you. Are you referring that col3 can be added here:  SELECT col1, col2 , col3 FROM...",36374452,0,3639986,1,1,2014-05-15 11:29:27,5
http://stackoverflow.com/posts/comments/36374245,@FominArseniy It happens. :) Thanks. Feel free to accept my answer if you feel it helped you.,36374245,0,28169,173455,2,2014-05-15 11:24:29,5
http://stackoverflow.com/posts/comments/36374197,"oh great @Siddhpura Amit i got it,i got notification through your help.thank you very much...",36374197,0,3257401,264,2,2014-05-15 11:23:34,5
http://stackoverflow.com/posts/comments/36374140,thank you for you answer,36374140,0,3640439,8,2,2014-05-15 11:22:22,5
http://stackoverflow.com/posts/comments/36373934,"Please mark your question as ""answered"" if it helped you to solve your problem.",36373934,0,1785437,196,2,2014-05-15 11:17:28,5
http://stackoverflow.com/posts/comments/36373790,I dont even know how I could have missed this.. But thanks mate! Street cred to you!,36373790,0,3427831,36,2,2014-05-15 11:13:51,5
http://stackoverflow.com/posts/comments/36373756,"that is perfect, thank you",36373756,0,3373678,1,2,2014-05-15 11:12:50,5
http://stackoverflow.com/posts/comments/36373640,Then accept my answer by right sign,36373640,0,2940291,1955,2,2014-05-15 11:10:01,5
http://stackoverflow.com/posts/comments/36373562,"Thank you, it solved the problem. 
many thanks for your help",36373562,0,3279124,3,2,2014-05-15 11:08:02,5
http://stackoverflow.com/posts/comments/36373322,"Excellent! That did the trick, thank you very much.",36373322,0,3580903,34,2,2014-05-15 11:03:00,5
http://stackoverflow.com/posts/comments/36373250,"No, errors.......",36373250,0,277696,5398,1,2014-05-15 11:01:19,5
http://stackoverflow.com/posts/comments/36373029,you are welcome. ;) Please accept it so anyone who wants to learn can see my answer accepted.,36373029,0,339205,599,2,2014-05-15 10:56:03,5
http://stackoverflow.com/posts/comments/36372970,"no problem, thank you for reading :)",36372970,0,1358670,1348,2,2014-05-15 10:54:40,5
http://stackoverflow.com/posts/comments/36372789,please show us what you have done so far i.e your codes .......,36372789,0,2982744,391,1,2014-05-15 10:50:30,5
http://stackoverflow.com/posts/comments/36372549,"Yeah it works, thank you.",36372549,0,3638746,1,2,2014-05-15 10:44:46,5
http://stackoverflow.com/posts/comments/36372382,Yeees!! thank you chris--- !!!,36372382,0,3640225,3,2,2014-05-15 10:40:56,5
http://stackoverflow.com/posts/comments/36372353,ok.............,36372353,0,2776223,308,2,2014-05-15 10:40:12,5
http://stackoverflow.com/posts/comments/36372323,try the above........,36372323,0,2541473,2515,1,2014-05-15 10:39:32,5
http://stackoverflow.com/posts/comments/36372312,thank you @putvande... I changed the name and its done...  :),36372312,0,3640336,1,1,2014-05-15 10:39:05,5
http://stackoverflow.com/posts/comments/36372296,yeah...got it...thank you very much....,36372296,0,3378245,34,2,2014-05-15 10:38:51,5
http://stackoverflow.com/posts/comments/36372195,"oo oo it worked actually i checked it but with a lil error of ""/"" @rakesh thank you so much",36372195,0,3423017,12,2,2014-05-15 10:36:14,5
http://stackoverflow.com/posts/comments/36372110,"Yah, I've already done that, thank you for the reminder.",36372110,0,3579701,27,2,2014-05-15 10:34:15,5
http://stackoverflow.com/posts/comments/36372003,"IT WORKED!!!! I can never thank you enough, you are awesome :D",36372003,0,2291825,94,2,2014-05-15 10:31:46,5
http://stackoverflow.com/posts/comments/36371961,Perfect - thanks for your help,36371961,0,1606323,1209,2,2014-05-15 10:30:44,5
http://stackoverflow.com/posts/comments/36371918,thanks a lot for your help,36371918,0,3489035,11,1,2014-05-15 10:29:56,5
http://stackoverflow.com/posts/comments/36371746,you need to replace the table names with your original table names ......,36371746,0,1371683,67,2,2014-05-15 10:24:59,5
http://stackoverflow.com/posts/comments/36371538,thanks again for your additional help,36371538,0,1281694,442,2,2014-05-15 10:19:53,5
http://stackoverflow.com/posts/comments/36371452,"Yes i'vge fugure it out yesterday,
But thanks you ! :)",36371452,0,3604578,4,2,2014-05-15 10:17:40,5
http://stackoverflow.com/posts/comments/36371171,if my solution woks then please accept it so it can help to others..,36371171,0,1479110,667,2,2014-05-15 10:10:19,5
http://stackoverflow.com/posts/comments/36371118,"okay thanx....your handler code worked out. Thank, I will accept the answer. Thanx again.!!!",36371118,0,1983247,230,2,2014-05-15 10:09:20,5
http://stackoverflow.com/posts/comments/36371084,"thanks but i neet format ""Tue May 13 13:37:06 UTC 2014"" - set here your own ???",36371084,0,2609779,6,2,2014-05-15 10:08:16,5
http://stackoverflow.com/posts/comments/36371068,thank you for your reply :),36371068,0,3503093,20,2,2014-05-15 10:07:58,5
http://stackoverflow.com/posts/comments/36371000,"Thanks bro, I will try this out and mark as answer if it works :D",36371000,0,2291825,94,2,2014-05-15 10:06:31,5
http://stackoverflow.com/posts/comments/36370943,@Jarod42 just a typo. it's correct in my code. thank you for the info,36370943,0,1003575,11548,1,2014-05-15 10:05:23,5
http://stackoverflow.com/posts/comments/36370712,"thank you, Shashank Sharma! it is easy to see!",36370712,0,3639025,1,1,2014-05-15 10:00:00,5
http://stackoverflow.com/posts/comments/36370654,@Priyanko Please accept my answer.,36370654,0,2346461,2703,2,2014-05-15 09:58:22,5
http://stackoverflow.com/posts/comments/36370646,accept as answer and up vote if it helps you,36370646,0,2728618,963,2,2014-05-15 09:58:01,5
http://stackoverflow.com/posts/comments/36370567,@VladMihalcea thank you very much.,36370567,0,3493175,8,2,2014-05-15 09:55:58,5
http://stackoverflow.com/posts/comments/36370490,"Ok, thanks a lot for your efforts.",36370490,0,3044737,819,2,2014-05-15 09:54:32,5
http://stackoverflow.com/posts/comments/36370477,thank you very much for lifecycle explanation..,36370477,0,3637702,6,2,2014-05-15 09:54:06,5
http://stackoverflow.com/posts/comments/36370427,Nice to know that. Please upvote and/or mark as accepted if the answer was useful to you. :),36370427,0,320112,2127,2,2014-05-15 09:53:01,5
http://stackoverflow.com/posts/comments/36370409,@user3564321 thank you very much for link i really need such kind of advices..,36370409,0,3637702,6,1,2014-05-15 09:52:30,5
http://stackoverflow.com/posts/comments/36370371,Thanks. Will be accepting this answer.,36370371,0,999452,180,2,2014-05-15 09:51:30,5
http://stackoverflow.com/posts/comments/36370306,thank you @R3tep for editing the code. Getting used to the answering guidelines.,36370306,0,3639582,46,2,2014-05-15 09:50:18,5
http://stackoverflow.com/posts/comments/36370257,"amazing man, that worked like a charm! thanks a lot for your help :)",36370257,0,2725229,48,2,2014-05-15 09:48:59,5
http://stackoverflow.com/posts/comments/36370051,"@user805623 Great, care to accept the answer if it helped you?",36370051,0,3489074,345,2,2014-05-15 09:44:19,5
http://stackoverflow.com/posts/comments/36369633,thank you this is a perfect solution :),36369633,0,3571638,9,2,2014-05-15 09:34:36,5
http://stackoverflow.com/posts/comments/36369475,My final edited code works ! thank you @Onik !,36369475,0,2894847,50,2,2014-05-15 09:31:01,5
http://stackoverflow.com/posts/comments/36369289,"This worked, thank you!",36369289,0,1077697,18,2,2014-05-15 09:27:29,5
http://stackoverflow.com/posts/comments/36369236,"wow thank you, so i used `setTimeout` in a wrong way...thank u very much",36369236,0,3558447,3,2,2014-05-15 09:26:10,5
http://stackoverflow.com/posts/comments/36368824,@user3591912 you can accept answer if it works for you,36368824,0,223226,21775,2,2014-05-15 09:16:20,5
http://stackoverflow.com/posts/comments/36368799,Yes it works! thank you so much.,36368799,0,3591912,4,2,2014-05-15 09:15:50,5
http://stackoverflow.com/posts/comments/36368798,sorry but this is not working.....,36368798,0,3558447,3,2,2014-05-15 09:15:50,5
http://stackoverflow.com/posts/comments/36368726,thanks for your reply. I tried this. but image is visible in imagebutton,36368726,0,3580740,23,2,2014-05-15 09:13:39,5
http://stackoverflow.com/posts/comments/36368710,ya its possible.....,36368710,0,2134736,275,2,2014-05-15 09:13:18,5
http://stackoverflow.com/posts/comments/36368671,"np and can you please accept my answer as ""best answer to your question""? :)",36368671,0,3486436,26,2,2014-05-15 09:12:16,5
http://stackoverflow.com/posts/comments/36368659,If my answer help you then mark as answer,36368659,0,97926,3117,2,2014-05-15 09:12:03,5
http://stackoverflow.com/posts/comments/36368585,"Actually, it did work, thank you Valex.",36368585,0,3001976,126,2,2014-05-15 09:10:20,5
http://stackoverflow.com/posts/comments/36368581,thank you. i will use this approach in our app. it is the closest to our needs.,36368581,0,1143660,40,2,2014-05-15 09:10:15,5
http://stackoverflow.com/posts/comments/36368548,thanks AlexC let me try your suggestion,36368548,0,3639676,1,1,2014-05-15 09:09:35,5
http://stackoverflow.com/posts/comments/36368456,"I thanks for your help.. but, really I can't get this.. please elaborate me in Lehman Language",36368456,0,3260147,1405,2,2014-05-15 09:07:31,5
http://stackoverflow.com/posts/comments/36368392,"Perfect! Thanks man!
I will accept your answer after 10 minutes (minimum time).",36368392,0,2508809,136,2,2014-05-15 09:05:58,5
http://stackoverflow.com/posts/comments/36368383,Don't forget to mark the question as answered if this works for you then ;-),36368383,0,2476444,180,2,2014-05-15 09:05:43,5
http://stackoverflow.com/posts/comments/36368098,and thank you for the other tip,36368098,0,3079474,66,2,2014-05-15 08:58:58,5
http://stackoverflow.com/posts/comments/36368043,"@M.Deinum ok, thank you for your help",36368043,0,2707463,688,1,2014-05-15 08:57:58,5
http://stackoverflow.com/posts/comments/36368023,Don't forget to accept an answer if it helped you.,36368023,0,2622959,1992,1,2014-05-15 08:57:39,5
http://stackoverflow.com/posts/comments/36368014,thank you guys got it :),36368014,0,3522221,18,1,2014-05-15 08:57:23,5
http://stackoverflow.com/posts/comments/36367493,Please accept my answer then,36367493,0,449550,771,2,2014-05-15 08:43:56,5
http://stackoverflow.com/posts/comments/36367428,No problem. Thanks for accepting as the answer too. ;),36367428,0,1995940,899,2,2014-05-15 08:42:28,5
http://stackoverflow.com/posts/comments/36367291,thanks for upvote the answer but you should accept as well to make answer more effective,36367291,0,2660367,7214,2,2014-05-15 08:38:47,5
http://stackoverflow.com/posts/comments/36367181,You are welcome. You can accept the answer if it helped you.,36367181,0,1989739,3190,2,2014-05-15 08:35:30,5
http://stackoverflow.com/posts/comments/36367174,ok. thank you bro,36367174,0,1210385,107,2,2014-05-15 08:35:22,5
http://stackoverflow.com/posts/comments/36367124,Oh now I get it !! That was genius markE. I'll accept your answer :) thank you so much,36367124,0,3365233,161,2,2014-05-15 08:33:41,5
http://stackoverflow.com/posts/comments/36367095,Then accept your answer. you were not clear with your question :),36367095,0,2177755,1085,2,2014-05-15 08:32:54,5
http://stackoverflow.com/posts/comments/36367057,"thank you very much jonas, sorry for the simple error i'm feeling kinda stupid now",36367057,0,3639760,3,2,2014-05-15 08:31:42,5
http://stackoverflow.com/posts/comments/36366641,i write this as an answer if you want to accept it so your question will not appear unanswered.,36366641,0,381149,4583,1,2014-05-15 08:20:33,5
http://stackoverflow.com/posts/comments/36366630,im unfamiliar with pragma. Ill learn about it and give feed back as soon as i can. But thank you,36366630,0,2035738,53,2,2014-05-15 08:20:18,5
http://stackoverflow.com/posts/comments/36366625,thank you. it is a cool idea so i may try to do,36366625,0,1873122,109,2,2014-05-15 08:20:07,5
http://stackoverflow.com/posts/comments/36366477,Update it so that i can mark yours as answer..!!,36366477,0,3030434,3651,2,2014-05-15 08:15:25,5
http://stackoverflow.com/posts/comments/36366403,"Ok, thank you. it makes me clear now",36366403,0,2057405,1,2,2014-05-15 08:13:32,5
http://stackoverflow.com/posts/comments/36366388,You're welcome. Please accept this answer by clicking the check mark to the left if it helped you.,36366388,0,1691231,7881,2,2014-05-15 08:13:13,5
http://stackoverflow.com/posts/comments/36366277,"yes thankyou, that works, but how would i implement that into my JS file now please?",36366277,0,3637871,1,1,2014-05-15 08:09:42,5
http://stackoverflow.com/posts/comments/36366240,Great! thank you very much for help!,36366240,0,3620508,1,1,2014-05-15 08:08:45,5
http://stackoverflow.com/posts/comments/36366186,@TinkersPot You're welcome. Do not forget to accept the answer if it solved your problem.,36366186,0,2667872,3000,2,2014-05-15 08:07:07,5
http://stackoverflow.com/posts/comments/36366165,yes :) ........,36366165,0,3459804,711,2,2014-05-15 08:06:29,5
http://stackoverflow.com/posts/comments/36366154,Any way I have accepted the answer because It will also work,36366154,0,2020622,594,2,2014-05-15 08:06:04,5
http://stackoverflow.com/posts/comments/36366129,O_o  .................,36366129,0,2863154,777,2,2014-05-15 08:05:21,5
