Comment Link,text,id,CommentScore,userid,reputation,posttypeid,creationdate,Flag Type
"36440992","hi, running 'which python' I've got '/opt/bin/python'.","36440992","0","648665","125","2","2014-05-17 13:49:46","1"
"36440990","How to use it to do what?","36440990","0","1491895","105674","1","2014-05-17 13:49:41","1"
"36440988","I want know how use `not` in this code ;)","36440988","0","3626092","1","1","2014-05-17 13:49:25","1"
"36440981","@user How is it done?","36440981","0","505088","274789","1","2014-05-17 13:49:09","1"
"36440976","Could you show the exact commands and which OS you are using?","36440976","0","497234","4778","1","2014-05-17 13:48:53","1"
"36440972","Seems to have worked! Thanks.","36440972","0","1513734","16","2","2014-05-17 13:48:48","1"
"36440958","how can I split into channels in Java? I only found the C++ split() function","36440958","0","1796659","26","1","2014-05-17 13:47:47","1"
"36440954","@Sripathi ok I see, I go ahead with that then.","36440954","0","2405469","166","1","2014-05-17 13:47:43","1"
"36440948","read this http://stackoverflow.com/questions/2068272/getting-a-jquery-selector-for-an-element","36440948","0","1209018","14289","1","2014-05-17 13:47:12","1"
"36440946","Are you using any `<script>` libraries that could be injecting them?","36440946","0","3517240","684","1","2014-05-17 13:46:58","1"
"36440945","Are you loading those files asynchronous? Loader or File?","36440945","0","2065080","1076","1","2014-05-17 13:46:54","1"
"36440944","by nothing unexpected i mean they are corresponding with the true and false values","36440944","0","1279355","1005","1","2014-05-17 13:46:54","1"
"36440942","What do you want to do with `not`?","36440942","0","1491895","105674","1","2014-05-17 13:46:46","1"
"36440936","I need `char` to represent *who* won, not just whether there was a win or not.","36440936","0","2469027","656","2","2014-05-17 13:46:31","1"
"36440934","I can't work outside netbeans, it is a project for school and we always need to work in netbeans","36440934","0","3646130","6","2","2014-05-17 13:46:25","1"
"36440933","But splat isn't referenced...?","36440933","0","1070","7557","2","2014-05-17 13:46:22","1"
"36440931","Try now with the updated code. I believed, it should work now.","36440931","0","3398887","26","2","2014-05-17 13:46:16","1"
"36440926","updated the original answer","36440926","0","2696749","97","2","2014-05-17 13:45:53","1"
"36440916","Do you need regex here?","36440916","0","1207195","20459","1","2014-05-17 13:45:05","1"
"36440911","Oh ok. Solved. Thanx","36440911","0","3647685","1","2","2014-05-17 13:44:42","1"
"36440910","@ Ani Fichadia thanks a lot!","36440910","0","1930106","62","2","2014-05-17 13:44:36","1"
"36440909","In TUser I have BLOB (user's photo). Do you have any idea how to solve this problem?","36440909","0","3529810","17","1","2014-05-17 13:44:33","1"
"36440906","Parse a website? solution is directly show pages in webview..","36440906","0","1765384","854","1","2014-05-17 13:44:23","1"
"36440902","@DavidHeffernan No you can use DCEF3 in threads. Its just a bit tedious.","36440902","0","3060326","74","1","2014-05-17 13:44:04","1"
"36440899","Nope i cant find whats wrong :/","36440899","0","3641034","5","1","2014-05-17 13:44:01","1"
"36440895","Yes but ajax is not calling Action method if i kept like this","36440895","0","2783996","68","2","2014-05-17 13:43:53","1"
"36440893","I already said that is not the issue !","36440893","0","2899749","7","2","2014-05-17 13:43:50","1"
"36440892","@Sripathi Yes it is on java, it's the default setting too.","36440892","0","1322271","477","1","2014-05-17 13:43:50","1"
"36440887","Tested my solution and my version of imagemagick can do this. Don't know about yours.","36440887","0","3396271","126","1","2014-05-17 13:43:30","1"
"36440881","i tried your code but i am not getting any `segmentation Fault`","36440881","0","2681245","85","1","2014-05-17 13:43:14","1"
"36440878","@evilruff: I guess that is just personal styling question. People do things differently. :)","36440878","0","2682142","18386","1","2014-05-17 13:43:04","1"
"36440874","the user name isn't used , i create a new username and password with different name","36440874","0","2018358","38","1","2014-05-17 13:42:45","1"
"36440870","Yep, sorry. My C inner ego speaking. :)","36440870","0","3571122","84","2","2014-05-17 13:42:39","1"
"36440869","You're welcome.","36440869","0","243614","31330","1","2014-05-17 13:42:33","1"
"36440864","yes short tags are enabled.","36440864","0","2978987","1","1","2014-05-17 13:42:14","1"
"36440862","And also at which line you are getting that error?","36440862","0","2346461","2703","1","2014-05-17 13:42:12","1"
"36440861","Java command should execute successfully for Eclipse to run without -vm option.","36440861","0","125562","3841","1","2014-05-17 13:42:10","1"
"36440859","Update your adapter. Thats the better one..","36440859","0","2969331","415","1","2014-05-17 13:42:09","1"
"36440853","Ahh!! Sorry about that. I have changed the answer.","36440853","0","1214341","1092","2","2014-05-17 13:41:45","1"
"36440848","My apologies if the question wasn’t clear. I added a link to my code in the question.","36440848","0","1804599","5039","2","2014-05-17 13:41:41","1"
"36440847","oh sorry, I've fixed my question","36440847","0","3647685","1","1","2014-05-17 13:41:38","1"
"36440846","Shake hands ^_^ @Wesley","36440846","0","3605054","11","1","2014-05-17 13:41:28","1"
"36440842","I guess, you have to put dataToSend inside click event, check out the updated code.","36440842","0","3398887","26","2","2014-05-17 13:41:10","1"
"36440840","That looks like an `errorbar` plot.","36440840","0","380231","19212","1","2014-05-17 13:41:06","1"
"36440838","Not if you assume that we handle a tree.","36440838","0","1237575","3226","2","2014-05-17 13:40:59","1"
"36440837","I dont think its fair to change it as it wasnt my answer. Id rather delete it but doesn't let me.","36440837","0","2213940","4321","2","2014-05-17 13:40:55","1"
"36440834","Can i do this conversion using imagick ? is imagick provide this facilty to convert images to pdf?","36440834","0","3628661","11","1","2014-05-17 13:40:38","1"
"36440831","Plz check my edit","36440831","0","2783996","68","2","2014-05-17 13:40:23","1"
"36440827","Yes i have it correctly installed","36440827","0","1194051","44","1","2014-05-17 13:40:05","1"
"36440826","@paulie what have you tried?","36440826","0","2424343","6","1","2014-05-17 13:39:50","1"
"36440822","http://angulartutorial.blogspot.in/2014/05/save-google-map-as-binary-image.html","36440822","0","1027520","2446","1","2014-05-17 13:39:34","1"
"36440821","Is this a pull or a push queue?","36440821","0","2018227","1644","1","2014-05-17 13:39:32","1"
"36440820","Python is not used at runtime.","36440820","0","3637005","14","2","2014-05-17 13:39:27","1"
"36440815","I checked the link and it's correct. I changed my .h code slightly, see my update","36440815","0","1132890","161","2","2014-05-17 13:39:03","1"
"36440814","I need the content to be responsive and tableless.","36440814","0","2424343","6","1","2014-05-17 13:38:59","1"
"36440811","This is a thing of beauty.","36440811","0","345480","3644","2","2014-05-17 13:38:52","1"
"36440810","Can the images be arranged like that? Yes! Now what have you tried?","36440810","0","2802040","5131","1","2014-05-17 13:38:50","1"
"36440807","Post your `user_params` method man.","36440807","0","2346461","2703","1","2014-05-17 13:38:41","1"
"36440804","So can you help me with that sir?","36440804","0","3646177","12","1","2014-05-17 13:38:37","1"
"36440803","WOW. Thank you so much. Who know how much I have to learn to come up with that one so fast.","36440803","0","3338345","72","2","2014-05-17 13:38:34","1"
"36440801","@DaveNewton they are the same, I'l check twice","36440801","0","3125946","1","1","2014-05-17 13:38:18","1"
"36440795","Can you see the AssetId value being passed in request?","36440795","0","3398887","26","2","2014-05-17 13:38:04","1"
"36440794","Ah, google mysql last_insert_id","36440794","0","968969","14801","1","2014-05-17 13:38:02","1"
"36440792","a `dput(bal)` would help make this reproducible.","36440792","0","1457051","2938","1","2014-05-17 13:37:47","1"
"36440788","So what am I suppose to do ? Is it possible to encode whole file into UTF-8 ?","36440788","0","2287629","51","1","2014-05-17 13:37:21","1"
"36440786","It is deprecated, but the issue also happens with `update_attributes`.","36440786","0","2535178","81","1","2014-05-17 13:37:12","1"
"36440780","Redefine your question.","36440780","0","3623605","33","2","2014-05-17 13:36:54","1"
"36440778","What did you try...?? Where is your code...??","36440778","0","3032931","523","1","2014-05-17 13:36:45","1"
"36440777","OK so any other way to store data (Image name) to localstorage ?","36440777","0","3368514","18","1","2014-05-17 13:36:37","1"
"36440775","@Pavan done. profile has association with user model","36440775","0","3125946","1","1","2014-05-17 13:36:32","1"
"36440774","@Maniac Did you find a solution to this problem?","36440774","0","431733","550","2","2014-05-17 13:36:31","1"
"36440773","I updated the question to show how I use it with the actionbar.","36440773","0","3203425","60","1","2014-05-17 13:36:31","1"
"36440765","if it is nothing unexpected then I don't understand the question","36440765","0","1020958","4732","1","2014-05-17 13:36:03","1"
"36440763","For second question is this great answer for me. Query is now really shorter. Thx","36440763","0","3469288","10","2","2014-05-17 13:35:54","1"
"36440761","so contentWindow is compatible in all browsers includes IE8+?","36440761","0","422390","479","2","2014-05-17 13:35:49","1"
"36440757","i dont know how to insert fk value into the table. @TonyHopkinson","36440757","0","3631946","1","1","2014-05-17 13:35:41","1"
"36440756","omg...Closure effect.","36440756","0","2307753","2698","1","2014-05-17 13:35:40","1"
"36440755","@Mr.coder: You can use `HAVING` clause for that. See the edit in my answer.","36440755","0","1928264","6697","2","2014-05-17 13:35:35","1"
"36440752","I worked out what was different in my test. See answer.","36440752","0","2670892","15421","1","2014-05-17 13:35:29","1"
"36440750","@MartinR see update","36440750","0","2354690","196","1","2014-05-17 13:35:22","1"
"36440746","Edited :) you're welcome","36440746","0","3427252","630","2","2014-05-17 13:35:05","1"
"36440740","Nothing changed :(","36440740","0","2516399","37","2","2014-05-17 13:34:51","1"
"36440739","@Michael i don't know how to read data from serversocket and play it.","36440739","0","2471954","1","1","2014-05-17 13:34:42","1"
"36440738","Awesome, worked for me too, thanks.","36440738","0","181174","2181","2","2014-05-17 13:34:40","1"
"36440733","Oh Thank u Rahul...God bless u","36440733","0","3051801","1","1","2014-05-17 13:34:20","1"
"36440728","I added more information.","36440728","0","3529810","17","1","2014-05-17 13:34:06","1"
"36440724","I've added detailed instruction to answer","36440724","0","3593996","1971","2","2014-05-17 13:33:51","1"
"36440717","But what kind of website shows 100.000 records? Maybe you should use paging or so.","36440717","0","511529","51657","1","2014-05-17 13:33:23","1"
"36440716","did you check my solution? what is the error on this line ?","36440716","0","2580975","3774","2","2014-05-17 13:33:23","1"
"36440715","I've edit my post to answer you!","36440715","0","2111078","2271","1","2014-05-17 13:33:23","1"
"36440710","It looks like there is a typo above.  Should it be `std::remove_reference`?","36440710","0","3316922","347","2","2014-05-17 13:33:11","1"
"36440706","Please show us the things you've tried so we can fix those. We won't be coding for you.","36440706","0","499214","14021","1","2014-05-17 13:32:48","1"
"36440704","Than how it should be? I mean, how avoid move/copy constructor. Widget(12) is temporary, after all.","36440704","0","1559666","456","2","2014-05-17 13:32:45","1"
"36440703","What errors are you getting specifically?","36440703","0","2554793","532","1","2014-05-17 13:32:40","1"
"36440699","This would be more ""meaningful"" if the syntax were valid.","36440699","0","560648","115238","2","2014-05-17 13:32:26","1"
"36440697","you're right, i changed the code to avoid this approach, thx","36440697","0","3402639","1","1","2014-05-17 13:32:20","1"
"36440695","check on http://www.w3schools.com/php/php_mysql_intro.asp","36440695","0","3091574","826","1","2014-05-17 13:32:13","1"
"36440694","I wouldn't expect much, the extension API (as I'm sure you know) is basically undocumented.","36440694","0","781754","7167","1","2014-05-17 13:32:12","1"
"36440693","You can't create an index on a view, but you can create indexes on materialized views.","36440693","0","511529","51657","1","2014-05-17 13:32:12","1"
"36440689","To OP writes in the comment: `[...] I'd like to do it without jquery`","36440689","0","1960455","3954","2","2014-05-17 13:31:59","1"
"36440686","Very Very Thanks Tony.","36440686","0","3647646","1","1","2014-05-17 13:31:52","1"
"36440684","@BenjaminGruenbaum still not working. Here's my JSFiddle with example: http://jsfiddle.net/Paju2/","36440684","0","755603","530","1","2014-05-17 13:31:46","1"
"36440681","Stack Overflow is not a code generator. Reduce your task into component steps.","36440681","0","560648","115238","1","2014-05-17 13:31:42","1"
"36440679","Post the `user_params` method and `log`.","36440679","0","2346461","2703","1","2014-05-17 13:31:38","1"
"36440678","not clear what exactly you are looking for ..can you please post your working code for radio button","36440678","0","2307753","2698","1","2014-05-17 13:31:27","1"
"36440675","Im going to try this @TechnoKnol :D","36440675","0","3641034","5","1","2014-05-17 13:31:25","1"
"36440670","I am using jade","36440670","0","486503","120","1","2014-05-17 13:31:07","1"
"36440666","I think you can use dbexplor.exe, but previously there was bdeadmin.exe, I think...","36440666","0","243614","31330","1","2014-05-17 13:30:33","1"
"36440661","Added the code. The code for teacher id is there.","36440661","0","3554316","8","1","2014-05-17 13:30:21","1"
"36440655","should i past my whole view","36440655","0","3647677","1","1","2014-05-17 13:29:59","1"
"36440654","When its true it return method and nil or nothing when it's false, nothing unexpected","36440654","0","1279355","1005","1","2014-05-17 13:29:55","1"
"36440653","no i mean can i use `count()` to show key has been use 2 times?","36440653","0","2757519","308","2","2014-05-17 13:29:55","1"
"36440643","Which `database adapter` are you using?","36440643","0","2346461","2703","1","2014-05-17 13:29:14","1"
"36440640","why did somebody -1 this question? You shell provide an explanation, due to the guide lines.","36440640","0","357234","2841","1","2014-05-17 13:28:56","1"
"36440639","I did. still same. I just can't any other value from db. Where is the problem...","36440639","0","1112179","56","2","2014-05-17 13:28:52","1"
"36440633","@Zeck If that's the version you have, yes. it was the previous public release version.","36440633","0","885318","5319","2","2014-05-17 13:28:33","1"
"36440630","You could select the path after it's created and change the `d` attribute as you like.","36440630","0","1172002","37325","1","2014-05-17 13:28:29","1"
"36440628","@Mr.coder: Updated my answer.","36440628","0","1928264","6697","2","2014-05-17 13:28:15","1"
"36440626","i do not understand. can you give an example of what you're asking?","36440626","0","2809575","1","1","2014-05-17 13:28:12","1"
"36440623","oh and this might help http://stackoverflow.com/questions/1493203/alarm-clock-application-in-net","36440623","0","968969","14801","1","2014-05-17 13:28:04","1"
"36440622","whats the problem ?","36440622","0","2177755","1085","1","2014-05-17 13:27:57","1"
"36440620","@alfasin I am sorry, the values come as they are. I have no influence on them...","36440620","0","357234","2841","1","2014-05-17 13:27:45","1"
"36440619","You can define the fill images dynamically.","36440619","0","1172002","37325","1","2014-05-17 13:27:43","1"
"36440615","I am writing a better version of this!  It will be done in a few minutes!","36440615","0","684869","1687","2","2014-05-17 13:27:37","1"
"36440613","I tried it and it didn't work","36440613","0","1015648","1091","2","2014-05-17 13:27:35","1"
"36440611","form.php and insert.php is the same. Where is `Total` defined?","36440611","0","3396271","126","1","2014-05-17 13:27:33","1"
"36440609","@amon - that should be an answer :)","36440609","0","119280","61303","1","2014-05-17 13:27:24","1"
"36440607","No, it is not a BLOB. author is of type TUser.","36440607","0","3529810","17","1","2014-05-17 13:27:19","1"
"36440606","and what about counting it to show `key is occured 2 times`","36440606","0","2757519","308","2","2014-05-17 13:27:15","1"
"36440601","message.Body = textBox1.Text","36440601","0","240564","1070","1","2014-05-17 13:26:57","1"
"36440599","Im on it thanks :D","36440599","0","3641034","5","1","2014-05-17 13:26:51","1"
"36440595","Good catch @Juhana! I updated my solution accordingly :)","36440595","0","1506793","2945","2","2014-05-17 13:26:34","1"
"36440594","Glad you found a solution.","36440594","0","835226","3861","2","2014-05-17 13:26:27","1"
"36440592","Do you have the correct build tools installed? (""17.0.0"")","36440592","0","1205368","1105","1","2014-05-17 13:26:19","1"
"36440588","And for example with string ""kapitol"" it is working.","36440588","0","2287629","51","1","2014-05-17 13:26:06","1"
"36440586","What does the URL look like, as `$_GET[]` works with values from the URL.","36440586","0","1765866","3696","1","2014-05-17 13:25:48","1"
"36440585","if u Ctrl+f5 .Refresh the browser.u see the height is not working properly.","36440585","0","3051801","1","1","2014-05-17 13:25:46","1"
"36440576","Hey. I suggest you put an example online, codepen.io is a good one.","36440576","0","947827","147","1","2014-05-17 13:25:17","1"
"36440567","how can i fix this","36440567","0","3051801","1","1","2014-05-17 13:24:42","1"
"36440566","no that would change anything but atleast helps reading","36440566","0","653856","57592","1","2014-05-17 13:24:40","1"
"36440564","Are there any files actually open?","36440564","0","438992","86268","1","2014-05-17 13:24:25","1"
"36440558","Ah man, thanks!","36440558","0","172637","12917","2","2014-05-17 13:23:58","1"
"36440552","will that help me?","36440552","0","1437190","17","1","2014-05-17 13:23:44","1"
"36440550","I didn't know that I can use 'push /media/usbstick master' to create a backup. Thanks!","36440550","0","3605054","11","2","2014-05-17 13:23:40","1"
"36440544","What rendering engine are you using?","36440544","0","3517240","684","1","2014-05-17 13:23:27","1"
"36440541","no worries, you're welcome","36440541","0","2141635","1396","2","2014-05-17 13:23:09","1"
"36440540","i couldnt understand can you add the answer","36440540","0","3647614","1","2","2014-05-17 13:23:06","1"
"36440537","Error are still displaying  when I installed dll in apache folder","36440537","0","3621756","3","2","2014-05-17 13:22:48","1"
"36440532","It actually does in IE9 +. As stated in 'Compatible Browsers' section.","36440532","0","1870906","128","1","2014-05-17 13:22:27","1"
"36440529","How is that map scope is restricted to portlet scope. It  should be still in session scope.","36440529","0","687021","58","2","2014-05-17 13:22:06","1"
"36440526","Works perfectly, thanks!","36440526","0","3554276","25","2","2014-05-17 13:21:56","1"
"36440524","I printed it and It shows me type('unicode') and some type('str')","36440524","0","2287629","51","1","2014-05-17 13:21:45","1"
"36440523","Yes, powered by 2, it was my typo","36440523","0","844416","10097","2","2014-05-17 13:21:34","1"
"36440521","you didn't post SQL Structure so people can create database","36440521","0","414521","1826","1","2014-05-17 13:21:26","1"
"36440519","This is very ugly. $($('.selected').not('.disabled')[0]).addClass('disabled');","36440519","0","1906108","1074","2","2014-05-17 13:21:21","1"
"36440515","Hi Zach, Did you find a permanent solution to the problem ?","36440515","0","651232","782","1","2014-05-17 13:21:08","1"
"36440514","Oh .. great!That was the problem, Haha.. Thanks @ZouZou","36440514","0","2904360","6","1","2014-05-17 13:21:07","1"
"36440510","Sorry, i will update my question.","36440510","0","3529810","17","1","2014-05-17 13:20:47","1"
"36440505","@Scorpion_God, I just wrote that and how is your answer different to mine?","36440505","0","2141635","1396","2","2014-05-17 13:20:23","1"
"36440504","ok how would you use addClass over this..?","36440504","0","1209018","14289","2","2014-05-17 13:20:23","1"
"36440501","why such a long id `textView_question_list_item_type_selection_option_text` could reduce the lenght","36440501","0","653856","57592","1","2014-05-17 13:20:01","1"
"36440494","Dear @TomHarrington - any further thoughts with this?","36440494","0","3025936","237","1","2014-05-17 13:19:28","1"
"36440493","only thing to add is it's .prev not .previous at least according to my files :). Thanks a lot.","36440493","0","1326923","657","2","2014-05-17 13:19:27","1"
"36440484","nice... but how can we echo it...","36440484","0","1944477","319","2","2014-05-17 13:18:36","1"
"36440480","I cannot change ArrayList to Map !","36440480","0","3647431","9","2","2014-05-17 13:18:28","1"
"36440479","convert to hsv,split into seperate channels, v is the brightness","36440479","0","2056772","8348","1","2014-05-17 13:18:27","1"
"36440477","So you want `OH_UNITS`to show the same as `WOS_GOAL`?","36440477","0","344949","61362","1","2014-05-17 13:18:27","1"
"36440475","that is just input tag that take input as email id just and i send email by that tag input.","36440475","0","3408398","5","1","2014-05-17 13:18:23","1"
"36440473","So, did it help?","36440473","0","783757","187","1","2014-05-17 13:18:17","1"
"36440464","Can you still the projects / package explorer?","36440464","0","2137269","1718","1","2014-05-17 13:17:38","1"
"36440457","have you tried placing the second function in the first functions callback?","36440457","0","2696749","97","1","2014-05-17 13:17:20","1"
"36440450","Yes. See edit for what it prints :)","36440450","0","720633","352","1","2014-05-17 13:16:51","1"
"36440448","What is `type(aa.text)`? It needs to match the type of the thing you're searching for in it.","36440448","0","110707","33630","1","2014-05-17 13:16:49","1"
"36440443","The external storage directory is not the external SD card be carefull","36440443","0","2944616","579","1","2014-05-17 13:16:35","1"
"36440440","Will check my projects ant file - you should still use the Wizard I think.","36440440","0","636988","6667","2","2014-05-17 13:16:14","1"
"36440438","Impossible, it works for me","36440438","0","2486785","276","1","2014-05-17 13:15:59","1"
"36440435","Or `background-size:cover;`, which will cover the whole area.","36440435","0","562583","452","2","2014-05-17 13:15:43","1"
"36440432","Ok, to be clear, you are using the Ripple command line, right? Not the old Chrome extension?","36440432","0","52160","4362","1","2014-05-17 13:15:37","1"
"36440431","Can you put the code please?","36440431","0","3616171","1","2","2014-05-17 13:15:26","1"
"36440429","i would upvote you but i don't know enough to say whether what you recommend is right or wrong :/","36440429","0","1248009","358","2","2014-05-17 13:14:59","1"
"36440422","Libraries also allow you to see how they did it (open-source rulez ;-) ).","36440422","0","636988","6667","2","2014-05-17 13:14:24","1"
"36440421","plz reply me soon","36440421","0","3643454","1","1","2014-05-17 13:14:23","1"
"36440415","Does this help? http://i.imgur.com/MDx8glD.png  *Correct Link*","36440415","0","2633649","34","2","2014-05-17 13:14:03","1"
"36440411","what about MAC? Any help?","36440411","0","696249","329","2","2014-05-17 13:13:57","1"
"36440410","this worked pretty cool, thx for telling me about Data Dumper :)","36440410","0","1248009","358","2","2014-05-17 13:13:54","1"
"36440406","np mate, just learning how to get around here. TIL ;)","36440406","0","2696749","97","2","2014-05-17 13:13:41","1"
"36440404","I had [an answer](http://pastebin.com/Mt2ew3rm) you might find interesting.","36440404","0","596781","180578","1","2014-05-17 13:13:39","1"
"36440402","@Eng.Lolina You are welcome :)","36440402","0","1393766","29463","2","2014-05-17 13:13:35","1"
"36440400","Whatever you final objective. You should provide a reproducible example.","36440400","0","1838509","49624","1","2014-05-17 13:13:26","1"
"36440399","Never mind just read your comments again , it was all there :D Sorry for my dumbness.","36440399","0","3644837","27","2","2014-05-17 13:13:26","1"
"36440397","Check what is your Launch activity in Run Configuration.","36440397","0","2964945","3338","2","2014-05-17 13:13:17","1"
"36440389","Add the code you're currently using to send to one person.","36440389","0","1445356","2001","1","2014-05-17 13:12:38","1"
"36440388","No worries. Make sure you test in different browsers as well. (The page I linked is very useful.)","36440388","0","620444","9039","2","2014-05-17 13:12:34","1"
"36440382","And I still don`t understand why funcion aa.text.find('čár') returns -1.","36440382","0","2287629","51","1","2014-05-17 13:12:11","1"
"36440378","@user3004110 `NULLIF` will return `NULL` if the value is equal to the second argument.","36440378","0","1453411","32211","2","2014-05-17 13:11:57","1"
"36440377","what app/module are you using to test? WebTest?","36440377","0","3364820","238","1","2014-05-17 13:11:56","1"
"36440375","I didn't proceed with the action. My client changed his mind.","36440375","0","1586924","3509","1","2014-05-17 13:11:46","1"
"36440373","@vefthym no, there should be no overlapping.","36440373","0","264052","4976","1","2014-05-17 13:11:39","1"
"36440371","what error are you getting exactly?","36440371","0","2141635","1396","2","2014-05-17 13:11:36","1"
"36440364","There is no need for such complexity. My answer will handle this situation as well.","36440364","0","1453411","32211","2","2014-05-17 13:11:14","1"
"36440355","what was the reason for a down vote ? I suggested another way of doing it :)","36440355","0","1878947","332","2","2014-05-17 13:10:29","1"
"36440353","unrelated: use subprocess.Popen instead of subprocess.call to avoid blocking the GUI","36440353","0","4279","99772","1","2014-05-17 13:10:15","1"
"36440351","I'm using Eclipse to build Android Apps (like stated in the tags)","36440351","0","827614","91","1","2014-05-17 13:10:04","1"
"36440346","what if i dont want to use service or factory ??
is there a way around","36440346","0","2931487","101","2","2014-05-17 13:09:32","1"
"36440340","You're welcome :)","36440340","0","2887841","4104","2","2014-05-17 13:09:19","1"
"36440339","posted as shown habove.","36440339","0","3192948","34","2","2014-05-17 13:09:17","1"
"36440338","@legelstein: yes, and already mentioned in my reply. You probably have not updated. :)","36440338","0","2682142","18386","2","2014-05-17 13:09:11","1"
"36440337","Post the `log` and `user_params`,`profile_params`.","36440337","0","2346461","2703","1","2014-05-17 13:09:07","1"
"36440329","Having you tried using a variable, such as `FIRSTROW = @MID`?","36440329","0","1144035","163125","1","2014-05-17 13:08:55","1"
"36440324","I believe your tag field should be set to `not_analyzed`","36440324","0","1385087","1592","1","2014-05-17 13:08:26","1"
"36440322","Are you using netbeans or why are you using ant?","36440322","0","731183","1450","1","2014-05-17 13:08:22","1"
"36440320","or JSON.stringify","36440320","0","2194674","1659","1","2014-05-17 13:08:06","1"
"36440316","@laalto Check it now... i have updated the xml layout file too.","36440316","0","1437190","17","1","2014-05-17 13:08:04","1"
"36440314","Sorry for taking so long, busy day, hope the answer helps.","36440314","0","1112089","6010","1","2014-05-17 13:07:55","1"
"36440308","getting this error while creating `LandTransport ` object?","36440308","0","1390091","2276","1","2014-05-17 13:07:34","1"
"36440304","CryptoJones - you`re always welcomed - thanks :)","36440304","0","1812344","326","2","2014-05-17 13:07:17","1"
"36440303","is there anyway to do this doing `qmake -project`  like `qmake -project ADD QT bla bla` .","36440303","0","2951070","32","2","2014-05-17 13:07:10","1"
"36440298","@KerrekSB I do realise, I'm just interested.","36440298","0","2558778","1784","1","2014-05-17 13:06:45","1"
"36440289","@IvanKuckir I argue there is no use in keeping a function that won't even be ran again.","36440289","0","2558778","1784","1","2014-05-17 13:06:26","1"
"36440284","http://jsfiddle.net/nMAyt/ 
Sorry if its not clear ..","36440284","0","3647501","9","2","2014-05-17 13:06:08","1"
"36440282","You did not ask anything foolish.","36440282","0","2249026","782","1","2014-05-17 13:06:02","1"
"36440279","`long long` is 64 bits, so representing with Java `long` is correct.","36440279","0","17175","3623","1","2014-05-17 13:05:42","1"
"36440277","Can you provide the correct code for edit function ?>","36440277","0","3647431","9","2","2014-05-17 13:05:39","1"
"36440269","I'm in the debug area now - there are 2 windows, a split thing - what do you want me to copy?","36440269","0","1132890","161","1","2014-05-17 13:05:03","1"
"36440265","Can you provide the code for this ?","36440265","0","3647431","9","2","2014-05-17 13:04:48","1"
"36440263","Sounds like an overflow issue.","36440263","0","2802040","5131","1","2014-05-17 13:04:48","1"
"36440258","Does [my code work](http://paste.kde.org/pul7a7ipi) for you?","36440258","0","2682142","18386","1","2014-05-17 13:04:41","1"
"36440253","what do you mean by: just change the getter methods do setter methods ??","36440253","0","3647431","9","2","2014-05-17 13:04:26","1"
"36440252","Sorry @undefined - I didn't notice your comment until after","36440252","0","1506793","2945","1","2014-05-17 13:04:25","1"
"36440248","Feel free to contribute a documentation patch!","36440248","0","17175","3623","2","2014-05-17 13:04:12","1"
"36440245","No.. getting the same error again","36440245","0","3509422","47","1","2014-05-17 13:03:58","1"
"36440241","Just realised you said this. Thanks","36440241","0","3150562","5","2","2014-05-17 13:03:48","1"
"36440238","Tried that too. It doesn't push the view above simple makes it smaller and squished.","36440238","0","1990572","230","2","2014-05-17 13:03:39","1"
"36440237","As I loop through it is showing that there is only one object in the list.","36440237","0","706008","140","1","2014-05-17 13:03:37","1"
"36440236","provided with kind of pseudo code, thanks for advice","36440236","0","1831986","78","1","2014-05-17 13:03:33","1"
"36440234","Content won't change so you actually answered my question.","36440234","0","1283571","182","1","2014-05-17 13:03:29","1"
"36440227","as I suspected... but can I execute an sql instruction like ""create view blablabla""?","36440227","0","3641917","20","2","2014-05-17 13:02:54","1"
"36440226","Is there a function that shuffles and returns a shuffled copy of the array?","36440226","0","44257","912","2","2014-05-17 13:02:47","1"
"36440225","try starting and stopping the service from an activity using startservice and stopservice","36440225","0","3628775","91","2","2014-05-17 13:02:38","1"
"36440223","Also, why are people downvoting this question? Did I ask it incorrectly somehow?","36440223","0","706008","140","1","2014-05-17 13:02:33","1"
"36440220","Just try it and say.","36440220","0","2346461","2703","1","2014-05-17 13:02:26","1"
"36440214","Alright, fine, but please realize that this is a complete non-issue.","36440214","0","596781","180578","1","2014-05-17 13:02:07","1"
"36440213","[How to ask a question](http://stackoverflow.com/help/how-to-ask)","36440213","0","1070452","6065","1","2014-05-17 13:02:06","1"
"36440209","Is yours not %d%m%Y","36440209","0","457052","1181","1","2014-05-17 13:01:58","1"
"36440203","should i be using a for loop instead to access the arrays indexes?","36440203","0","1248009","358","1","2014-05-17 13:01:39","1"
"36440202","No No `:project_id` is different , I mentioned it in `routes.rb`","36440202","0","3509422","47","1","2014-05-17 13:01:34","1"
"36440199","Nobody here answered the question which is more important.","36440199","0","1812344","326","1","2014-05-17 13:01:24","1"
"36440198","Just made a fiddle **http://jsfiddle.net/ZP7j5/**","36440198","0","3150562","5","2","2014-05-17 13:01:22","1"
"36440190","@KerrekSB I'm not having memory shortage. I'm just exploring possibilities.","36440190","0","2558778","1784","1","2014-05-17 13:01:10","1"
"36440185","Are there any errors shown in the JS console?","36440185","0","603003","13297","1","2014-05-17 13:00:51","1"
"36440178","yes, what is the problem with that. CRUD operations can be performed well using autoincrement.","36440178","0","2177755","1085","1","2014-05-17 13:00:37","1"
